tanggal;pm10;so2;co;o3;no2;max;critical;categori
12/04/2019;31.0;7.0;19.0;44.0;9.0;44.0;O3;BAIK
13/04/2019;32.0;5.0;24.0;37.0;10.0;37.0;O3;BAIK
14/04/2019;35.0;7.0;17.0;70.0;14.0;70.0;O3;SEDANG
15/04/2019;42.0;6.0;25.0;44.0;23.0;44.0;O3;BAIK
16/04/2019;45.0;6.0;29.0;94.0;16.0;94.0;O3;SEDANG
17/04/2019;50.0;7.0;37.0;49.0;16.0;50.0;PM10;BAIK
18/04/2019;51.0;5.0;19.0;60.0;16.0;60.0;O3;SEDANG
19/04/2019;37.0;4.0;21.0;20.0;9.0;37.0;PM10;BAIK
20/04/2019;21.0;6.0;16.0;47.0;20.0;47.0;O3;BAIK
21/04/2019;43.0;9.0;16.0;31.0;16.0;43.0;PM10;BAIK
22/04/2019;40.0;9.0;17.0;28.0;9.0;40.0;PM10;BAIK
23/04/2019;50.0;16.0;18.0;27.0;10.0;50.0;PM10;BAIK
24/04/2019;42.0;10.0;20.0;16.0;15.0;42.0;PM10;BAIK
25/04/2019;65.0;13.0;36.0;60.0;12.0;65.0;PM10;SEDANG
26/04/2019;33.0;7.0;22.0;67.0;22.0;67.0;O3;SEDANG
27/04/2019;44.0;8.0;31.0;32.0;11.0;44.0;PM10;BAIK
28/04/2019;49.0;6.0;42.0;38.0;11.0;49.0;PM10;BAIK
29/04/2019;53.0;8.0;35.0;48.0;19.0;53.0;PM10;SEDANG
30/04/2019;42.0;4.0;29.0;48.0;21.0;48.0;O3;BAIK
01/05/2019;49.0;3.0;24.0;54.0;11.0;54.0;O3;SEDANG
02/05/2019;27.0;5.0;14.0;19.0;5.0;27.0;PM10;BAIK
03/05/2019;41.0;15.0;24.0;42.0;16.0;42.0;O3;BAIK
04/05/2019;51.0;12.0;32.0;29.0;14.0;51.0;PM10;SEDANG
05/05/2019;38.0;7.0;34.0;82.0;15.0;82.0;O3;SEDANG
06/05/2019;35.0;7.0;22.0;70.0;13.0;70.0;O3;SEDANG
07/05/2019;49.0;9.0;31.0;44.0;16.0;49.0;PM10;BAIK
08/05/2019;55.0;4.0;30.0;61.0;21.0;61.0;O3;SEDANG
09/05/2019;52.0;6.0;26.0;57.0;19.0;57.0;O3;SEDANG
10/05/2019;35.0;3.0;24.0;42.0;16.0;42.0;O3;BAIK
11/05/2019;47.0;3.0;21.0;40.0;13.0;47.0;PM10;BAIK
12/05/2019;57.0;2.0;19.0;46.0;12.0;57.0;PM10;SEDANG
13/05/2019;51.0;3.0;28.0;41.0;15.0;51.0;PM10;SEDANG
14/05/2019;53.0;6.0;23.0;31.0;13.0;53.0;PM10;SEDANG
15/05/2019;56.0;11.0;19.0;38.0;12.0;56.0;PM10;SEDANG
16/05/2019;48.0;7.0;23.0;78.0;18.0;78.0;O3;SEDANG
17/05/2019;53.0;7.0;24.0;47.0;18.0;53.0;PM10;SEDANG
18/05/2019;47.0;10.0;21.0;59.0;15.0;59.0;O3;SEDANG
19/05/2019;72.0;12.0;18.0;80.0;16.0;80.0;O3;SEDANG
20/05/2019;54.0;8.0;22.0;47.0;15.0;54.0;PM10;SEDANG
21/05/2019;55.0;7.0;21.0;66.0;16.0;66.0;O3;SEDANG
22/05/2019;52.0;10.0;16.0;44.0;10.0;52.0;PM10;SEDANG
23/05/2019;47.0;7.0;20.0;59.0;16.0;59.0;O3;SEDANG
24/05/2019;55.0;11.0;22.0;38.0;13.0;55.0;PM10;SEDANG
25/05/2019;51.0;9.0;15.0;49.0;19.0;51.0;PM10;SEDANG
26/05/2019;49.0;8.0;14.0;75.0;15.0;75.0;O3;SEDANG
27/05/2019;58.0;13.0;32.0;60.0;14.0;60.0;O3;SEDANG
28/05/2019;52.0;10.0;26.0;39.0;10.0;52.0;PM10;SEDANG
29/05/2019;51.0;10.0;19.0;40.0;11.0;51.0;PM10;SEDANG
30/05/2019;53.0;6.0;19.0;54.0;10.0;54.0;O3;SEDANG
31/05/2019;48.0;6.0;16.0;42.0;16.0;48.0;PM10;BAIK
01/06/2019;50.0;6.0;18.0;69.0;15.0;69.0;O3;SEDANG
02/06/2019;53.0;5.0;22.0;72.0;14.0;72.0;O3;SEDANG
03/06/2019;40.0;4.0;13.0;62.0;10.0;62.0;O3;SEDANG
04/06/2019;55.0;4.0;18.0;48.0;11.0;55.0;PM10;SEDANG
05/06/2019;53.0;9.0;20.0;35.0;13.0;53.0;PM10;SEDANG
06/06/2019;33.0;6.0;11.0;39.0;9.0;39.0;O3;BAIK
07/06/2019;43.0;5.0;9.0;34.0;8.0;43.0;PM10;BAIK
08/06/2019;29.0;4.0;13.0;71.0;8.0;71.0;O3;SEDANG
09/06/2019;37.0;5.0;17.0;76.0;15.0;76.0;O3;SEDANG
10/06/2019;45.0;8.0;20.0;56.0;16.0;56.0;O3;SEDANG
11/06/2019;48.0;8.0;22.0;64.0;22.0;64.0;O3;SEDANG
12/06/2019;67.0;8.0;22.0;72.0;18.0;72.0;O3;SEDANG
13/06/2019;55.0;9.0;25.0;68.0;21.0;68.0;O3;SEDANG
14/06/2019;52.0;7.0;21.0;59.0;16.0;59.0;O3;SEDANG
15/06/2019;46.0;7.0;27.0;56.0;24.0;56.0;O3;SEDANG
16/06/2019;50.0;9.0;16.0;70.0;17.0;70.0;O3;SEDANG
17/06/2019;52.0;9.0;23.0;42.0;14.0;52.0;PM10;SEDANG
18/06/2019;52.0;10.0;20.0;44.0;12.0;52.0;PM10;SEDANG
19/06/2019;52.0;11.0;16.0;68.0;16.0;68.0;O3;SEDANG
20/06/2019;62.0;12.0;25.0;79.0;17.0;79.0;O3;SEDANG
21/06/2019;62.0;13.0;23.0;66.0;13.0;66.0;O3;SEDANG
22/06/2019;61.0;14.0;17.0;91.0;15.0;91.0;O3;SEDANG
23/06/2019;65.0;9.0;20.0;76.0;17.0;76.0;O3;SEDANG
24/06/2019;63.0;10.0;20.0;75.0;13.0;75.0;O3;SEDANG
25/06/2019;;13.0;23.0;78.0;14.0;78.0;O3;SEDANG
26/06/2019;63.0;14.0;20.0;62.0;15.0;63.0;PM10;SEDANG
27/06/2019;71.0;10.0;22.0;113.0;16.0;113.0;O3;TIDAK SEHAT
28/06/2019;62.0;8.0;28.0;69.0;21.0;69.0;O3;SEDANG
29/06/2019;59.0;14.0;26.0;51.0;14.0;59.0;PM10;SEDANG
30/06/2019;57.0;13.0;16.0;58.0;12.0;58.0;O3;SEDANG
01/07/2019;59.0;10.0;23.0;51.0;15.0;59.0;PM10;SEDANG
02/07/2019;61.0;11.0;24.0;73.0;15.0;73.0;O3;SEDANG
03/07/2019;60.0;26.0;21.0;45.0;16.0;60.0;PM10;SEDANG
04/07/2019;58.0;25.0;20.0;29.0;16.0;58.0;PM10;SEDANG
05/07/2019;58.0;22.0;23.0;43.0;13.0;58.0;PM10;SEDANG
06/07/2019;57.0;27.0;22.0;42.0;13.0;57.0;PM10;SEDANG
07/07/2019;63.0;23.0;12.0;41.0;7.0;63.0;PM10;SEDANG
08/07/2019;60.0;23.0;17.0;36.0;10.0;60.0;PM10;SEDANG
09/07/2019;60.0;21.0;22.0;72.0;15.0;72.0;O3;SEDANG
10/07/2019;;;;;;0.0;;TIDAK ADA DATA
11/07/2019;62.0;26.0;20.0;32.0;14.0;62.0;PM10;SEDANG
12/07/2019;;;;;;0.0;;TIDAK ADA DATA
13/07/2019;59.0;20.0;18.0;105.0;14.0;105.0;O3;TIDAK SEHAT
14/07/2019;72.0;20.0;18.0;105.0;17.0;105.0;O3;TIDAK SEHAT
15/07/2019;58.0;23.0;23.0;39.0;13.0;58.0;PM10;SEDANG
16/07/2019;62.0;23.0;24.0;51.0;19.0;62.0;PM10;SEDANG
17/07/2019;64.0;23.0;27.0;65.0;19.0;65.0;O3;SEDANG
18/07/2019;66.0;22.0;23.0;49.0;16.0;66.0;PM10;SEDANG
19/07/2019;55.0;22.0;26.0;34.0;18.0;55.0;PM10;SEDANG
20/07/2019;62.0;22.0;22.0;64.0;22.0;64.0;O3;SEDANG
21/07/2019;57.0;19.0;18.0;69.0;12.0;69.0;O3;SEDANG
22/07/2019;59.0;20.0;24.0;79.0;21.0;79.0;O3;SEDANG
23/07/2019;64.0;25.0;23.0;42.0;15.0;64.0;PM10;SEDANG
24/07/2019;62.0;22.0;20.0;52.0;19.0;62.0;PM10;SEDANG
25/07/2019;66.0;23.0;25.0;75.0;25.0;75.0;O3;SEDANG
26/07/2019;65.0;22.0;21.0;38.0;21.0;65.0;PM10;SEDANG
27/07/2019;59.0;15.0;17.0;47.0;13.0;59.0;PM10;SEDANG
28/07/2019;66.0;14.0;15.0;73.0;13.0;73.0;O3;SEDANG
29/07/2019;65.0;14.0;27.0;53.0;17.0;65.0;PM10;SEDANG
30/07/2019;64.0;20.0;26.0;63.0;15.0;64.0;PM10;SEDANG
31/07/2019;63.0;21.0;22.0;64.0;13.0;64.0;O3;SEDANG
01/08/2019;64.0;20.0;22.0;62.0;18.0;64.0;PM10;SEDANG
02/08/2019;61.0;20.0;22.0;63.0;20.0;63.0;O3;SEDANG
03/08/2019;62.0;20.0;20.0;63.0;19.0;63.0;O3;SEDANG
04/08/2019;57.0;19.0;16.0;65.0;17.0;65.0;O3;SEDANG
05/08/2019;57.0;20.0;;55.0;22.0;57.0;PM10;SEDANG
06/08/2019;54.0;21.0;20.0;90.0;18.0;90.0;O3;SEDANG
07/08/2019;55.0;20.0;22.0;51.0;13.0;55.0;PM10;SEDANG
08/08/2019;63.0;22.0;24.0;73.0;21.0;73.0;O3;SEDANG
09/08/2019;66.0;20.0;21.0;66.0;14.0;66.0;PM10;SEDANG
10/08/2019;73.0;21.0;24.0;43.0;14.0;73.0;PM10;SEDANG
11/08/2019;57.0;19.0;13.0;40.0;9.0;57.0;PM10;SEDANG
12/08/2019;55.0;19.0;17.0;37.0;10.0;55.0;PM10;SEDANG
13/08/2019;57.0;19.0;17.0;32.0;10.0;57.0;PM10;SEDANG
14/08/2019;52.0;18.0;19.0;45.0;18.0;52.0;PM10;SEDANG
15/08/2019;59.0;18.0;21.0;52.0;17.0;59.0;PM10;SEDANG
16/08/2019;66.0;17.0;26.0;81.0;19.0;81.0;O3;SEDANG
17/08/2019;62.0;16.0;22.0;76.0;14.0;76.0;O3;SEDANG
18/08/2019;;18.0;13.0;48.0;10.0;48.0;O3;BAIK
19/08/2019;69.0;18.0;24.0;115.0;19.0;115.0;O3;TIDAK SEHAT
20/08/2019;62.0;20.0;23.0;74.0;18.0;74.0;O3;SEDANG
21/08/2019;56.0;23.0;19.0;36.0;10.0;56.0;PM10;SEDANG
22/08/2019;52.0;20.0;18.0;30.0;14.0;52.0;PM10;SEDANG
23/08/2019;61.0;17.0;29.0;53.0;18.0;61.0;PM10;SEDANG
24/08/2019;55.0;19.0;22.0;65.0;19.0;65.0;O3;SEDANG
25/08/2019;52.0;17.0;14.0;73.0;12.0;73.0;O3;SEDANG
26/08/2019;57.0;18.0;22.0;89.0;16.0;89.0;O3;SEDANG
27/08/2019;56.0;17.0;24.0;51.0;22.0;56.0;PM10;SEDANG
28/08/2019;58.0;15.0;24.0;53.0;17.0;58.0;PM10;SEDANG
29/08/2019;61.0;16.0;26.0;53.0;14.0;61.0;PM10;SEDANG
30/08/2019;56.0;19.0;20.0;58.0;12.0;58.0;O3;SEDANG
31/08/2019;68.0;19.0;16.0;50.0;10.0;68.0;PM10;SEDANG
01/09/2019;54.0;19.0;13.0;50.0;10.0;54.0;PM10;SEDANG
02/09/2019;58.0;18.0;24.0;67.0;16.0;67.0;O3;SEDANG
03/09/2019;57.0;18.0;20.0;61.0;20.0;61.0;O3;SEDANG
04/09/2019;57.0;18.0;20.0;46.0;12.0;57.0;PM10;SEDANG
05/09/2019;60.0;20.0;22.0;52.0;;60.0;PM10;SEDANG
06/09/2019;56.0;20.0;23.0;43.0;15.0;56.0;PM10;SEDANG
07/09/2019;57.0;21.0;20.0;49.0;13.0;57.0;PM10;SEDANG
08/09/2019;52.0;21.0;14.0;59.0;10.0;59.0;O3;SEDANG
09/09/2019;53.0;20.0;18.0;47.0;14.0;53.0;PM10;SEDANG
10/09/2019;50.0;26.0;15.0;45.0;13.0;50.0;PM10;BAIK
11/09/2019;54.0;24.0;20.0;69.0;16.0;69.0;O3;SEDANG
12/09/2019;57.0;22.0;21.0;90.0;18.0;90.0;O3;SEDANG
13/09/2019;57.0;21.0;22.0;90.0;18.0;90.0;O3;SEDANG
14/09/2019;63.0;21.0;20.0;89.0;14.0;89.0;O3;SEDANG
15/09/2019;55.0;21.0;16.0;50.0;14.0;55.0;PM10;SEDANG
16/09/2019;51.0;21.0;15.0;35.0;10.0;51.0;PM10;SEDANG
17/09/2019;51.0;22.0;17.0;35.0;14.0;51.0;PM10;SEDANG
18/09/2019;52.0;20.0;20.0;47.0;16.0;52.0;PM10;SEDANG
19/09/2019;;19.0;;;;19.0;SO2;BAIK
20/09/2019;55.0;20.0;19.0;41.0;13.0;55.0;PM10;SEDANG
21/09/2019;51.0;22.0;16.0;95.0;14.0;95.0;O3;SEDANG
22/09/2019;58.0;22.0;16.0;75.0;12.0;75.0;O3;SEDANG
23/09/2019;56.0;23.0;18.0;45.0;12.0;56.0;PM10;SEDANG
24/09/2019;54.0;22.0;18.0;48.0;12.0;54.0;PM10;SEDANG
25/09/2019;67.0;25.0;24.0;71.0;17.0;71.0;O3;SEDANG
26/09/2019;59.0;20.0;21.0;64.0;14.0;64.0;O3;SEDANG
27/09/2019;58.0;23.0;23.0;46.0;16.0;58.0;PM10;SEDANG
28/09/2019;61.0;19.0;18.0;49.0;10.0;61.0;PM10;SEDANG
29/09/2019;73.0;18.0;16.0;58.0;14.0;73.0;PM10;SEDANG
30/09/2019;62.0;18.0;17.0;65.0;14.0;65.0;O3;SEDANG
01/10/2019;62.0;24.0;18.0;75.0;16.0;75.0;O3;SEDANG
02/10/2019;62.0;20.0;15.0;56.0;16.0;62.0;PM10;SEDANG
03/10/2019;59.0;19.0;16.0;65.0;21.0;65.0;O3;SEDANG
04/10/2019;56.0;19.0;17.0;74.0;23.0;74.0;O3;SEDANG
05/10/2019;40.0;51.0;14.0;49.0;38.0;51.0;SO2;SEDANG
06/10/2019;;;;;;0.0;;TIDAK ADA DATA
07/10/2019;;;;;;0.0;;TIDAK ADA DATA
08/10/2019;;25.0;19.0;52.0;13.0;52.0;O3;SEDANG
09/10/2019;;19.0;19.0;47.0;16.0;47.0;O3;BAIK
10/10/2019;69.0;18.0;19.0;73.0;16.0;73.0;O3;SEDANG
11/10/2019;65.0;18.0;21.0;92.0;24.0;92.0;O3;SEDANG
12/10/2019;66.0;19.0;16.0;72.0;14.0;72.0;O3;SEDANG
13/10/2019;63.0;19.0;17.0;84.0;13.0;84.0;O3;SEDANG
14/10/2019;62.0;19.0;18.0;79.0;13.0;79.0;O3;SEDANG
15/10/2019;59.0;18.0;18.0;91.0;14.0;91.0;O3;SEDANG
16/10/2019;66.0;19.0;22.0;78.0;17.0;78.0;O3;SEDANG
17/10/2019;58.0;18.0;20.0;70.0;12.0;70.0;O3;SEDANG
18/10/2019;57.0;18.0;17.0;41.0;13.0;57.0;PM10;SEDANG
19/10/2019;57.0;19.0;17.0;30.0;11.0;57.0;PM10;SEDANG
20/10/2019;62.0;20.0;22.0;76.0;12.0;76.0;O3;SEDANG
21/10/2019;58.0;22.0;40.0;53.0;11.0;58.0;PM10;SEDANG
22/10/2019;55.0;23.0;16.0;66.0;16.0;66.0;O3;SEDANG
23/10/2019;52.0;22.0;15.0;73.0;17.0;73.0;O3;SEDANG
24/10/2019;63.0;25.0;14.0;61.0;18.0;63.0;PM10;SEDANG
25/10/2019;61.0;21.0;13.0;56.0;12.0;61.0;PM10;SEDANG
26/10/2019;63.0;23.0;13.0;93.0;15.0;93.0;O3;SEDANG
27/10/2019;68.0;22.0;28.0;72.0;12.0;72.0;O3;SEDANG
28/10/2019;59.0;19.0;16.0;45.0;15.0;59.0;PM10;SEDANG
29/10/2019;62.0;21.0;21.0;43.0;14.0;62.0;PM10;SEDANG
30/10/2019;56.0;23.0;19.0;89.0;16.0;89.0;O3;SEDANG
31/10/2019;59.0;28.0;18.0;58.0;14.0;59.0;PM10;SEDANG
01/11/2019;49.0;22.0;13.0;86.0;14.0;86.0;O3;SEDANG
02/11/2019;47.0;19.0;15.0;58.0;13.0;58.0;O3;SEDANG
03/11/2019;43.0;20.0;13.0;62.0;12.0;62.0;O3;SEDANG
04/11/2019;41.0;22.0;14.0;70.0;12.0;70.0;O3;SEDANG
05/11/2019;59.0;21.0;15.0;92.0;17.0;92.0;O3;SEDANG
06/11/2019;56.0;20.0;21.0;86.0;17.0;86.0;O3;SEDANG
07/11/2019;55.0;22.0;22.0;85.0;21.0;85.0;O3;SEDANG
08/11/2019;72.0;24.0;20.0;86.0;19.0;86.0;O3;SEDANG
09/11/2019;59.0;27.0;17.0;129.0;16.0;129.0;O3;TIDAK SEHAT
10/11/2019;63.0;27.0;16.0;79.0;20.0;79.0;O3;SEDANG
11/11/2019;59.0;24.0;13.0;78.0;18.0;78.0;O3;SEDANG
12/11/2019;62.0;22.0;17.0;78.0;15.0;78.0;O3;SEDANG
13/11/2019;73.0;24.0;20.0;63.0;20.0;73.0;PM10;SEDANG
14/11/2019;67.0;22.0;29.0;28.0;15.0;67.0;PM10;SEDANG
15/11/2019;55.0;29.0;15.0;36.0;10.0;55.0;PM10;SEDANG
16/11/2019;57.0;24.0;16.0;66.0;12.0;66.0;O3;SEDANG
17/11/2019;55.0;23.0;12.0;80.0;14.0;80.0;O3;SEDANG
18/11/2019;57.0;24.0;13.0;80.0;22.0;80.0;O3;SEDANG
19/11/2019;56.0;23.0;12.0;45.0;17.0;56.0;PM10;SEDANG
20/11/2019;48.0;21.0;15.0;63.0;15.0;63.0;O3;SEDANG
21/11/2019;52.0;25.0;14.0;66.0;13.0;66.0;O3;SEDANG
22/11/2019;53.0;20.0;19.0;57.0;17.0;57.0;O3;SEDANG
23/11/2019;67.0;21.0;21.0;72.0;19.0;72.0;O3;SEDANG
24/11/2019;64.0;22.0;21.0;69.0;13.0;69.0;O3;SEDANG
25/11/2019;63.0;21.0;18.0;82.0;18.0;82.0;O3;SEDANG
26/11/2019;64.0;22.0;20.0;66.0;15.0;66.0;O3;SEDANG
27/11/2019;;;;;;0.0;;TIDAK ADA DATA
28/11/2019;67.0;23.0;22.0;48.0;14.0;67.0;PM10;SEDANG
29/11/2019;58.0;21.0;16.0;53.0;11.0;58.0;PM10;SEDANG
30/11/2019;56.0;19.0;15.0;40.0;9.0;56.0;PM10;SEDANG
01/12/2019;;;;;;0.0;;TIDAK ADA DATA
02/12/2019;53.0;20.0;17.0;81.0;14.0;81.0;O3;SEDANG
03/12/2019;62.0;23.0;20.0;64.0;14.0;64.0;O3;SEDANG
04/12/2019;57.0;26.0;17.0;45.0;9.0;57.0;PM10;SEDANG
05/12/2019;56.0;23.0;15.0;41.0;13.0;56.0;PM10;SEDANG
06/12/2019;54.0;19.0;19.0;40.0;11.0;54.0;PM10;SEDANG
07/12/2019;42.0;23.0;14.0;31.0;10.0;42.0;PM10;BAIK
08/12/2019;51.0;21.0;22.0;57.0;10.0;57.0;O3;SEDANG
09/12/2019;53.0;22.0;18.0;69.0;19.0;69.0;O3;SEDANG
10/12/2019;55.0;21.0;18.0;52.0;12.0;55.0;PM10;SEDANG
11/12/2019;;;;;;0.0;;TIDAK ADA DATA
12/12/2019;;22.0;;46.0;14.0;46.0;O3;BAIK
13/12/2019;63.0;32.0;22.0;59.0;13.0;63.0;PM10;SEDANG
14/12/2019;53.0;23.0;15.0;48.0;13.0;53.0;PM10;SEDANG
15/12/2019;41.0;23.0;9.0;69.0;11.0;69.0;O3;SEDANG
16/12/2019;61.0;26.0;20.0;56.0;18.0;61.0;PM10;SEDANG
17/12/2019;56.0;25.0;16.0;38.0;12.0;56.0;PM10;SEDANG
18/12/2019;54.0;22.0;22.0;54.0;17.0;54.0;PM10;SEDANG
19/12/2019;54.0;24.0;17.0;46.0;13.0;54.0;PM10;SEDANG
20/12/2019;59.0;24.0;19.0;46.0;16.0;59.0;PM10;SEDANG
21/12/2019;57.0;22.0;28.0;49.0;14.0;57.0;PM10;SEDANG
22/12/2019;;;;;;0.0;;TIDAK ADA DATA
23/12/2019;54.0;23.0;20.0;73.0;14.0;73.0;O3;SEDANG
24/12/2019;55.0;23.0;23.0;64.0;11.0;64.0;O3;SEDANG
25/12/2019;51.0;20.0;11.0;43.0;9.0;51.0;PM10;SEDANG
26/12/2019;54.0;23.0;19.0;52.0;9.0;54.0;PM10;SEDANG
27/12/2019;52.0;28.0;21.0;41.0;11.0;52.0;PM10;SEDANG
28/12/2019;;;;;;0.0;;TIDAK ADA DATA
29/12/2019;;;;;;0.0;;TIDAK ADA DATA
30/12/2019;52.0;22.0;28.0;47.0;9.0;52.0;PM10;SEDANG
31/12/2019;41.0;22.0;14.0;29.0;9.0;41.0;PM10;BAIK
01/01/2020;30.0;20.0;10.0;32.0;9.0;32.0;O3;BAIK
02/01/2020;27.0;22.0;12.0;29.0;8.0;29.0;O3;BAIK
03/01/2020;39.0;22.0;14.0;32.0;10.0;39.0;PM10;BAIK
04/01/2020;34.0;22.0;14.0;38.0;10.0;38.0;O3;BAIK
05/01/2020;35.0;22.0;12.0;31.0;9.0;35.0;PM10;BAIK
06/01/2020;46.0;23.0;16.0;32.0;9.0;46.0;PM10;BAIK
07/01/2020;37.0;23.0;26.0;33.0;11.0;37.0;PM10;BAIK
08/01/2020;41.0;26.0;20.0;30.0;11.0;41.0;PM10;BAIK
09/01/2020;52.0;23.0;29.0;24.0;12.0;52.0;PM10;SEDANG
10/01/2020;24.0;24.0;18.0;25.0;8.0;25.0;O3;BAIK
11/01/2020;34.0;31.0;25.0;23.0;8.0;34.0;PM10;BAIK
12/01/2020;27.0;23.0;9.0;33.0;4.0;33.0;O3;BAIK
13/01/2020;33.0;26.0;12.0;36.0;8.0;36.0;O3;BAIK
14/01/2020;34.0;28.0;13.0;27.0;7.0;34.0;PM10;BAIK
15/01/2020;29.0;22.0;13.0;36.0;8.0;36.0;O3;BAIK
16/01/2020;52.0;60.0;19.0;30.0;8.0;60.0;SO2;SEDANG
17/01/2020;51.0;34.0;21.0;74.0;20.0;74.0;O3;SEDANG
18/01/2020;37.0;29.0;14.0;31.0;6.0;37.0;PM10;BAIK
19/01/2020;61.0;34.0;36.0;58.0;15.0;61.0;PM10;SEDANG
20/01/2020;47.0;30.0;15.0;33.0;9.0;47.0;PM10;BAIK
21/01/2020;30.0;36.0;14.0;26.0;9.0;36.0;SO2;BAIK
22/01/2020;40.0;36.0;18.0;28.0;15.0;40.0;PM10;BAIK
23/01/2020;41.0;;27.0;19.0;18.0;41.0;PM10;BAIK
24/01/2020;44.0;;24.0;16.0;13.0;44.0;PM10;BAIK
25/01/2020;27.0;;31.0;27.0;12.0;31.0;CO;BAIK
26/01/2020;44.0;;51.0;49.0;11.0;51.0;CO;SEDANG
27/01/2020;25.0;;21.0;39.0;13.0;39.0;O3;BAIK
28/01/2020;63.0;;27.0;40.0;17.0;63.0;PM10;SEDANG
29/01/2020;49.0;11.0;23.0;38.0;19.0;49.0;PM10;BAIK
30/01/2020;38.0;12.0;21.0;35.0;20.0;38.0;PM10;BAIK
31/01/2020;44.0;10.0;22.0;25.0;16.0;44.0;PM10;BAIK
01/02/2020;29.0;8.0;19.0;27.0;14.0;29.0;PM10;BAIK
02/02/2020;37.0;10.0;24.0;28.0;12.0;37.0;PM10;BAIK
03/02/2020;39.0;8.0;37.0;19.0;15.0;39.0;PM10;BAIK
04/02/2020;24.0;8.0;29.0;21.0;14.0;29.0;CO;BAIK
05/02/2020;43.0;8.0;30.0;29.0;12.0;43.0;PM10;BAIK
06/02/2020;50.0;9.0;26.0;32.0;18.0;50.0;PM10;BAIK
07/02/2020;51.0;19.0;28.0;25.0;16.0;51.0;PM10;SEDANG
08/02/2020;29.0;8.0;24.0;26.0;12.0;29.0;PM10;BAIK
09/02/2020;35.0;7.0;18.0;33.0;12.0;35.0;PM10;BAIK
10/02/2020;38.0;8.0;25.0;51.0;15.0;51.0;O3;SEDANG
11/02/2020;53.0;9.0;24.0;31.0;16.0;53.0;PM10;SEDANG
12/02/2020;47.0;10.0;18.0;68.0;19.0;68.0;O3;SEDANG
13/02/2020;43.0;7.0;16.0;39.0;20.0;43.0;PM10;BAIK
14/02/2020;51.0;6.0;25.0;21.0;18.0;51.0;PM10;SEDANG
15/02/2020;60.0;7.0;51.0;53.0;17.0;60.0;PM10;SEDANG
16/02/2020;52.0;7.0;24.0;41.0;16.0;52.0;PM10;SEDANG
17/02/2020;24.0;5.0;18.0;28.0;12.0;28.0;O3;BAIK
18/02/2020;45.0;16.0;48.0;23.0;15.0;48.0;CO;BAIK
19/02/2020;38.0;8.0;27.0;17.0;11.0;38.0;PM10;BAIK
20/02/2020;30.0;5.0;16.0;20.0;13.0;30.0;PM10;BAIK
21/02/2020;35.0;11.0;15.0;22.0;14.0;35.0;PM10;BAIK
22/02/2020;31.0;8.0;16.0;30.0;13.0;31.0;PM10;BAIK
23/02/2020;28.0;5.0;5.0;29.0;9.0;29.0;O3;BAIK
24/02/2020;20.0;4.0;10.0;27.0;9.0;27.0;O3;BAIK
25/02/2020;19.0;5.0;14.0;25.0;13.0;25.0;O3;BAIK
26/02/2020;42.0;5.0;15.0;27.0;13.0;42.0;PM10;BAIK
27/02/2020;33.0;5.0;16.0;22.0;13.0;33.0;PM10;BAIK
28/02/2020;;6.0;17.0;25.0;16.0;25.0;O3;BAIK
29/02/2020;59.0;7.0;40.0;18.0;13.0;59.0;PM10;SEDANG
01/03/2020;45.0;5.0;13.0;28.0;8.0;45;PM10;BAIK
02/03/2020;34.0;5.0;15.0;32.0;10.0;34;PM10;BAIK
03/03/2020;59.0;5.0;23.0;29.0;14.0;59;PM10;SEDANG
04/03/2020;56.0;7.0;19.0;55.0;16.0;56;PM10;SEDANG
05/03/2020;35.0;6.0;16.0;30.0;13.0;35;PM10;BAIK
06/03/2020;36.0;10.0;19.0;33.0;16.0;36;PM10;BAIK
07/03/2020;37.0;7.0;17.0;28.0;17.0;37;PM10;BAIK
08/03/2020;45.0;7.0;16.0;39.0;11.0;45;PM10;BAIK
09/03/2020;39.0;6.0;12.0;19.0;11.0;39;PM10;BAIK
10/03/2020;30.0;5.0;12.0;33.0;11.0;33;O3;BAIK
11/03/2020;40.0;5.0;15.0;38.0;13.0;40;PM10;BAIK
12/03/2020;48.0;5.0;19.0;39.0;20.0;48;PM10;BAIK
13/03/2020;34.0;4.0;17.0;36.0;12.0;36;O3;BAIK
14/03/2020;64.0;6.0;19.0;87.0;17.0;87;O3;SEDANG
15/03/2020;50.0;3.0;17.0;42.0;13.0;50;PM10;BAIK
16/03/2020;50.0;4.0;20.0;36.0;19.0;50;PM10;BAIK
17/03/2020;41.0;4.0;21.0;57.0;15.0;57;O3;SEDANG
18/03/2020;44.0;3.0;15.0;54.0;12.0;54;O3;SEDANG
19/03/2020;62.0;7.0;26.0;37.0;14.0;62;PM10;SEDANG
20/03/2020;48.0;4.0;12.0;51.0;14.0;51;O3;SEDANG
21/03/2020;43.0;6.0;15.0;37.0;17.0;43;PM10;BAIK
22/03/2020;34.0;4.0;7.0;42.0;9.0;42;O3;BAIK
23/03/2020;40.0;4.0;12.0;66.0;13.0;66;O3;SEDANG
24/03/2020;58.0;4.0;20.0;54.0;17.0;58;PM10;SEDANG
25/03/2020;33.0;3.0;7.0;63.0;8.0;63;O3;SEDANG
26/03/2020;49.0;4.0;10.0;42.0;10.0;49;PM10;BAIK
27/03/2020;43.0;4.0;9.0;62.0;10.0;62;O3;SEDANG
28/03/2020;58.0;6.0;12.0;67.0;14.0;67;O3;SEDANG
